gene1	gene2	Coexpression Network	Interactome Network
Pbr033997.1	Pbr020960.2	IV	V
Pbr033998.1	Pbr020958.1	III	V
Pbr034003.1	Pbr020950.1	IV	III
Pbr033664.1	Pbr027384.1	III	IV
Pbr033657.1	Pbr027361.1	III	V
Pbr033653.1	Pbr027358.1	I	IV
Pbr033649.1	Pbr027355.1	II	V
Pbr040561.1	Pbr027353.1	III	IV
Pbr040562.1	Pbr027352.1	III	V
Pbr040567.1	Pbr027349.1	IV	V
Pbr040571.1	Pbr027348.3	IV	V
Pbr040573.1	Pbr027347.1	III	V
Pbr033646.1	Pbr027353.1	IV	V
Pbr033645.1	Pbr027352.1	III	V
Pbr033641.1	Pbr027349.1	IV	V
Pbr039741.1	Pbr000122.1	I	V
Pbr039740.1	Pbr000123.1	IV	V
Pbr039739.1	Pbr000124.1	IV	V
Pbr039726.1	Pbr000136.1	III	V
Pbr039725.2	Pbr000137.1	IV	V
Pbr039714.1	Pbr000148.1	III	IV
Pbr003518.1	Pbr014594.1	III	V
Pbr003516.1	Pbr014592.1	III	V
Pbr003515.1	Pbr014591.1	III	V
Pbr003512.1	Pbr014586.1	III	V
Pbr024837.1	Pbr000285.1	III	V
Pbr024841.1	Pbr000291.1	III	V
Pbr013386.1	Pbr020348.1	III	V
Pbr013384.1	Pbr020344.1	IV	V
Pbr013373.1	Pbr020340.1	IV	III
Pbr013344.1	Pbr020321.2	III	V
Pbr013340.1	Pbr020313.1	IV	V
Pbr013327.1	Pbr020307.1	IV	V
Pbr013315.1	Pbr020295.1	III	V
Pbr013295.1	Pbr020281.1	III	V
Pbr013285.1	Pbr020276.1	IV	V
Pbr013274.1	Pbr020270.1	IV	V
Pbr013271.2	Pbr020269.1	IV	V
Pbr013263.1	Pbr020258.1	IV	III
Pbr013241.1	Pbr020240.1	IV	V
Pbr013235.1	Pbr020233.1	IV	V
Pbr013223.1	Pbr020229.1	III	V
Pbr013186.1	Pbr020204.1	III	IV
Pbr017210.1	Pbr011656.1	IV	V
Pbr017212.1	Pbr011658.1	IV	V
Pbr033924.1	Pbr014171.1	I	V
Pbr033927.1	Pbr014174.1	III	V
Pbr033931.1	Pbr014178.1	IV	V
Pbr033933.1	Pbr014179.1	III	V
Pbr033935.1	Pbr014185.1	II	V
Pbr033970.1	Pbr032296.1	I	V
Pbr034000.1	Pbr032337.1	IV	V
Pbr034016.1	Pbr032353.1	III	IV
Pbr013088.1	Pbr010964.1	III	V
Pbr013080.1	Pbr010969.1	III	V
Pbr013078.1	Pbr010975.1	IV	V
Pbr013174.1	Pbr002890.1	IV	V
Pbr013162.1	Pbr002899.1	IV	V
Pbr013134.1	Pbr002925.1	IV	V
Pbr013129.1	Pbr002929.1	IV	V
Pbr013125.1	Pbr002936.1	IV	V
Pbr042193.1	Pbr010912.1	III	IV
Pbr042194.1	Pbr010908.1	III	IV
Pbr042196.1	Pbr010905.1	IV	V
Pbr042198.1	Pbr010902.1	III	V
Pbr033967.1	Pbr026481.1	III	V
Pbr033969.1	Pbr026476.1	III	V
Pbr033970.1	Pbr026475.1	III	V
Pbr033705.1	Pbr004177.1	IV	V
Pbr033702.1	Pbr004180.1	IV	V
Pbr033697.1	Pbr004188.1	III	V
Pbr033694.1	Pbr004189.1	III	IV
Pbr033693.1	Pbr004191.1	IV	V
Pbr033687.1	Pbr004196.1	III	IV
Pbr033685.1	Pbr004197.1	III	V
Pbr033684.1	Pbr004198.1	I	IV
Pbr033683.1	Pbr004199.2	III	IV
Pbr033682.1	Pbr004200.1	IV	III
Pbr033681.1	Pbr004201.3	III	V
Pbr033680.1	Pbr004202.1	III	V
Pbr039769.1	Pbr005171.1	II	IV
Pbr039768.1	Pbr005170.1	IV	V
Pbr039767.1	Pbr005164.1	IV	V
Pbr039756.1	Pbr041822.1	IV	V
Pbr039754.1	Pbr041821.1	IV	V
Pbr039740.1	Pbr041811.2	IV	V
Pbr039739.1	Pbr041810.1	IV	V
Pbr039736.1	Pbr041807.1	III	V
Pbr039726.1	Pbr041804.1	IV	V
Pbr022808.1	Pbr005400.1	IV	III
Pbr022810.2	Pbr005398.2	IV	V
Pbr022812.1	Pbr005397.1	I	V
Pbr022819.1	Pbr005394.1	IV	V
Pbr022822.1	Pbr005387.1	III	II
Pbr039739.1	Pbr018120.1	III	IV
Pbr039736.1	Pbr018117.1	IV	V
Pbr039726.1	Pbr018113.1	IV	V
Pbr039718.1	Pbr018101.1	IV	V
Pbr013413.1	Pbr014381.1	IV	V
Pbr013393.1	Pbr014409.1	III	V
Pbr013385.1	Pbr014410.1	IV	V
Pbr013366.1	Pbr032568.1	I	V
Pbr013357.1	Pbr032570.1	III	V
Pbr013345.1	Pbr032579.1	IV	V
Pbr013307.2	Pbr032606.2	IV	III
Pbr000609.1	Pbr019088.1	III	V
Pbr000613.1	Pbr019084.1	IV	V
Pbr013284.2	Pbr030659.1	IV	V
Pbr013229.1	Pbr030623.1	III	V
Pbr013221.1	Pbr030620.2	IV	V
Pbr013202.1	Pbr022213.1	IV	V
Pbr013197.1	Pbr022208.1	III	II
Pbr013195.1	Pbr022207.1	IV	V
Pbr013188.1	Pbr022202.1	III	IV
Pbr042270.1	Pbr000908.1	II	V
Pbr042271.1	Pbr000910.2	IV	V
Pbr042274.1	Pbr000912.1	III	V
Pbr042275.1	Pbr000913.1	II	IV
Pbr042281.1	Pbr000917.3	III	IV
Pbr042282.1	Pbr000922.1	IV	V
Pbr042284.2	Pbr000924.1	III	I
Pbr036582.1	Pbr003425.1	III	V
Pbr036584.1	Pbr003427.1	III	V
Pbr036587.1	Pbr003429.1	III	V
Pbr036589.1	Pbr003430.1	III	V
Pbr039809.1	Pbr004023.1	IV	V
Pbr039806.1	Pbr004026.1	III	V
Pbr039805.1	Pbr004027.1	IV	V
Pbr039804.1	Pbr004028.1	III	V
Pbr039801.1	Pbr004032.1	IV	V
Pbr039797.1	Pbr004037.1	III	V
Pbr039796.1	Pbr004038.1	III	IV
Pbr039794.1	Pbr004042.1	IV	V
Pbr002327.1	Pbr004038.1	III	V
Pbr039809.1	Pbr004069.1	IV	V
Pbr039806.1	Pbr004067.1	I	V
Pbr039805.1	Pbr004066.1	IV	V
Pbr039804.1	Pbr004065.1	III	V
Pbr039796.1	Pbr004056.1	IV	V
Pbr000671.1	Pbr004092.1	IV	V
Pbr000674.1	Pbr004094.1	IV	V
Pbr042646.1	Pbr004096.1	IV	V
Pbr000677.1	Pbr004099.1	III	V
Pbr039759.1	Pbr005731.1	IV	V
Pbr039756.1	Pbr005728.1	III	V
Pbr013098.1	Pbr015931.1	III	V
Pbr013092.1	Pbr015939.1	III	I
Pbr013088.1	Pbr015945.1	IV	V
Pbr013080.1	Pbr015962.1	IV	V
Pbr022713.1	Pbr026339.1	IV	V
Pbr022716.1	Pbr026343.1	IV	V
Pbr022719.1	Pbr026345.1	IV	V
Pbr022720.1	Pbr026346.1	IV	V
Pbr022713.1	Pbr026339.1	IV	V
Pbr025829.1	Pbr034368.1	I	V
Pbr025830.1	Pbr034369.1	III	V
Pbr025833.1	Pbr034372.1	IV	V
Pbr025834.1	Pbr034373.1	IV	V
Pbr025836.1	Pbr034378.1	IV	V
Pbr024232.2	Pbr034367.1	IV	V
Pbr024231.1	Pbr034366.1	IV	I
Pbr024229.1	Pbr034364.1	III	V
Pbr033708.1	Pbr034918.1	IV	V
Pbr033697.1	Pbr034927.2	III	V
Pbr033694.1	Pbr034928.1	IV	V
Pbr033692.3	Pbr034930.1	III	IV
Pbr033690.1	Pbr034932.1	IV	V
Pbr033687.1	Pbr034935.1	IV	V
Pbr040468.2	Pbr035344.1	IV	V
Pbr040470.1	Pbr035342.1	IV	V
Pbr033680.1	Pbr038946.1	IV	V
Pbr033674.1	Pbr038952.1	IV	V
Pbr003877.1	Pbr038997.1	IV	V
Pbr042387.1	Pbr039052.1	IV	V
Pbr042389.1	Pbr039056.1	III	V
Pbr042391.1	Pbr039058.1	IV	V
Pbr042394.2	Pbr039061.1	III	V
Pbr042396.1	Pbr039066.1	III	V
Pbr042397.1	Pbr039067.1	III	V
Pbr042398.1	Pbr039068.1	III	V
Pbr026415.1	Pbr039831.1	IV	II
Pbr026424.1	Pbr039840.1	IV	V
Pbr026425.1	Pbr039841.1	I	V
Pbr026426.1	Pbr039842.1	III	V
Pbr026433.1	Pbr039848.1	III	V
Pbr030965.1	Pbr019539.1	IV	V
Pbr030962.1	Pbr019542.1	II	V
Pbr030960.1	Pbr019544.1	II	V
Pbr030957.1	Pbr019546.1	III	IV
Pbr030956.1	Pbr019547.1	III	V
Pbr040934.1	Pbr039257.1	IV	V
Pbr022592.1	Pbr022620.1	III	V
Pbr022600.1	Pbr022614.1	I	V
Pbr022602.1	Pbr022612.1	I	V
Pbr024592.1	Pbr024627.1	III	V
Pbr024599.1	Pbr024619.1	III	V
Pbr024601.1	Pbr024618.1	I	V
Pbr024602.1	Pbr024617.1	III	V
Pbr024606.1	Pbr024613.1	I	V
Pbr012409.1	Pbr012384.1	II	V
Pbr012407.1	Pbr012386.1	III	IV
Pbr012404.1	Pbr012389.1	I	V
Pbr012403.1	Pbr012390.1	III	V
Pbr012399.1	Pbr012394.1	I	V
Pbr020439.1	Pbr020409.1	II	V
Pbr020438.1	Pbr020410.1	I	V
Pbr020431.1	Pbr020416.1	III	V
Pbr020430.1	Pbr020417.1	I	V
Pbr036626.1	Pbr032898.3	III	IV
Pbr036628.1	Pbr032899.1	IV	III
Pbr036629.1	Pbr032903.1	III	V
Pbr036631.1	Pbr032908.1	III	V
Pbr036632.1	Pbr032909.1	IV	V
Pbr030952.1	Pbr033025.1	III	V
Pbr030943.1	Pbr033033.1	IV	V
Pbr030937.1	Pbr033036.1	IV	V
Pbr021770.1	Pbr013906.1	IV	V
Pbr021772.1	Pbr013908.1	IV	III
Pbr021782.1	Pbr013927.1	III	V
Pbr021784.1	Pbr013935.1	IV	V
Pbr019456.1	Pbr010916.1	I	IV
Pbr021630.1	Pbr010914.1	II	V
Pbr021636.1	Pbr010910.1	IV	III
Pbr021638.1	Pbr010909.1	III	IV
Pbr021641.1	Pbr010906.1	IV	V
Pbr021647.1	Pbr010900.1	IV	V
Pbr021658.1	Pbr010892.1	III	IV
Pbr020977.1	Pbr032305.1	IV	III
Pbr021148.1	Pbr041285.1	III	IV
Pbr021149.1	Pbr041284.1	III	V
Pbr021154.1	Pbr041278.1	IV	V
Pbr021155.1	Pbr041277.1	I	V
Pbr019450.1	Pbr002771.1	III	V
Pbr019451.1	Pbr002772.1	IV	V
Pbr019454.1	Pbr002775.1	IV	V
Pbr019456.1	Pbr002777.1	I	V
Pbr020947.1	Pbr005697.1	IV	V
Pbr020950.1	Pbr005695.1	IV	V
Pbr020952.1	Pbr005693.1	IV	V
Pbr016539.1	Pbr013792.1	III	V
Pbr016535.2	Pbr013788.1	III	V
Pbr016530.1	Pbr013770.1	IV	V
Pbr006575.1	Pbr034122.1	III	IV
Pbr006576.1	Pbr034123.1	III	V
Pbr006577.1	Pbr034124.1	III	V
Pbr006580.1	Pbr034126.1	III	V
Pbr024602.1	Pbr034167.1	III	IV
Pbr028580.1	Pbr035317.1	II	V
Pbr028579.1	Pbr035321.1	IV	V
Pbr028577.1	Pbr035323.1	I	V
Pbr028576.1	Pbr035324.1	III	V
Pbr028575.2	Pbr035325.1	III	V
Pbr006610.1	Pbr039056.1	III	V
Pbr007023.1	Pbr036762.1	III	V
Pbr007016.1	Pbr036767.1	IV	V
Pbr007015.1	Pbr036768.1	I	IV
Pbr033274.1	Pbr023962.1	IV	V
Pbr016387.1	Pbr035517.2	III	V
Pbr016380.1	Pbr035519.1	IV	V
Pbr007043.1	Pbr023275.1	III	IV
Pbr007041.1	Pbr023277.1	IV	V
Pbr033282.1	Pbr023972.1	III	V
Pbr033289.1	Pbr023968.1	III	IV
Pbr033290.1	Pbr023967.1	III	V
Pbr033294.1	Pbr023963.1	IV	V
Pbr033297.1	Pbr023960.1	III	V
Pbr033298.1	Pbr023959.1	III	V
Pbr033300.1	Pbr023957.1	III	V
Pbr033302.2	Pbr023955.2	III	V
Pbr016387.1	Pbr023951.1	III	IV
Pbr027355.1	Pbr000209.1	III	V
Pbr027351.1	Pbr000215.1	III	IV
Pbr027349.1	Pbr000217.1	IV	V
Pbr027348.3	Pbr000219.1	IV	V
Pbr027336.1	Pbr000226.1	IV	V
Pbr027332.1	Pbr000228.1	IV	V
Pbr027327.1	Pbr042642.1	IV	I
Pbr027310.1	Pbr000252.1	IV	V
Pbr030577.1	Pbr030581.1	I	V
Pbr022519.1	Pbr022526.1	III	V
Pbr022520.1	Pbr022525.1	I	V
Pbr010542.1	Pbr017736.1	I	IV
Pbr010545.1	Pbr017734.2	III	V
Pbr010546.1	Pbr017733.1	IV	V
Pbr010547.1	Pbr017732.1	III	V
Pbr010551.2	Pbr017729.1	III	V
Pbr010557.1	Pbr017725.1	IV	V
Pbr010559.1	Pbr017723.1	III	V
Pbr010560.1	Pbr017722.1	III	V
Pbr025554.1	Pbr040738.1	IV	V
Pbr025546.1	Pbr040742.1	III	V
Pbr000134.1	Pbr041806.1	IV	V
Pbr000122.1	Pbr041812.1	III	V
Pbr000112.1	Pbr041821.1	IV	III
Pbr000107.1	Pbr005152.1	IV	V
Pbr000060.1	Pbr005230.1	IV	V
Pbr000051.1	Pbr005246.1	IV	V
Pbr000044.1	Pbr005254.1	III	IV
Pbr000038.1	Pbr005255.1	IV	V
Pbr000214.1	Pbr018064.1	III	V
Pbr000180.1	Pbr018089.3	I	IV
Pbr000159.1	Pbr018097.1	IV	V
Pbr000123.1	Pbr018121.1	IV	V
Pbr000122.1	Pbr018122.1	III	V
Pbr000277.1	Pbr018006.1	IV	V
Pbr000272.1	Pbr018014.2	IV	III
Pbr000265.1	Pbr018026.1	IV	V
Pbr000255.1	Pbr018036.1	III	V
Pbr000523.1	Pbr005390.1	III	IV
Pbr000515.1	Pbr005396.1	IV	V
Pbr000513.1	Pbr005398.2	IV	V
Pbr025767.1	Pbr001129.1	III	V
Pbr025766.1	Pbr001130.1	IV	V
Pbr025765.1	Pbr001131.1	IV	V
Pbr025764.1	Pbr001132.1	IV	V
Pbr025768.1	Pbr001122.1	III	V
Pbr025767.1	Pbr001121.1	III	IV
Pbr025765.1	Pbr001119.1	IV	V
Pbr035575.1	Pbr004001.1	III	V
Pbr035578.1	Pbr004003.1	IV	V
Pbr035580.1	Pbr004005.1	III	V
Pbr030477.1	Pbr004611.1	IV	V
Pbr030480.1	Pbr004614.1	III	V
Pbr030481.1	Pbr004615.1	III	V
Pbr000205.4	Pbr004724.1	III	IV
Pbr000202.1	Pbr004723.1	III	V
Pbr000198.1	Pbr004718.1	III	V
Pbr000196.1	Pbr004717.1	IV	V
Pbr000195.1	Pbr004716.1	IV	V
Pbr000194.1	Pbr004715.1	IV	V
Pbr037876.2	Pbr028457.1	IV	V
Pbr037880.1	Pbr028453.1	IV	V
Pbr037886.1	Pbr028448.2	IV	V
Pbr037888.1	Pbr028447.1	IV	V
Pbr030872.1	Pbr030139.1	III	V
Pbr030864.1	Pbr030143.1	III	IV
Pbr030862.1	Pbr030145.1	IV	V
Pbr030859.1	Pbr030148.1	IV	V
Pbr000202.1	Pbr032410.1	III	V
Pbr000201.1	Pbr032411.1	IV	V
Pbr000196.1	Pbr032425.1	IV	V
Pbr000195.1	Pbr032426.1	IV	III
Pbr000194.1	Pbr032427.1	III	V
Pbr000193.1	Pbr032428.1	IV	V
Pbr000182.1	Pbr042851.1	III	V
Pbr000180.1	Pbr032434.9	I	IV
Pbr000179.1	Pbr032435.1	IV	III
Pbr010047.1	Pbr035207.3	IV	V
Pbr025554.1	Pbr035686.1	IV	I
Pbr025546.1	Pbr035681.1	IV	V
Pbr000587.1	Pbr037178.1	IV	V
Pbr000585.1	Pbr037180.1	II	IV
Pbr025258.1	Pbr037265.1	IV	III
Pbr025256.1	Pbr037264.1	I	III
Pbr025250.1	Pbr037262.2	IV	III
Pbr025241.1	Pbr037256.1	IV	V
Pbr025240.1	Pbr037255.1	IV	V
Pbr025239.1	Pbr037254.1	IV	V
Pbr025229.1	Pbr037244.1	I	IV
Pbr025228.1	Pbr037243.1	IV	V
Pbr025223.1	Pbr037241.1	III	V
Pbr016354.1	Pbr042903.1	III	IV
Pbr016349.1	Pbr039240.1	III	V
Pbr000166.1	Pbr039316.1	III	V
Pbr000164.1	Pbr039318.1	III	V
Pbr000163.3	Pbr039319.2	III	V
Pbr000159.1	Pbr039322.2	III	V
Pbr000158.1	Pbr039323.1	III	V
Pbr022534.1	Pbr041143.1	IV	V
Pbr022538.2	Pbr041145.1	IV	V
Pbr022542.1	Pbr041149.1	I	V
Pbr000377.1	Pbr041306.1	I	V
Pbr000376.1	Pbr041307.1	I	V
Pbr000373.1	Pbr041311.1	IV	V
Pbr000372.1	Pbr041312.1	IV	V
Pbr000370.1	Pbr041314.1	I	V
Pbr036823.1	Pbr013762.1	III	V
Pbr036824.1	Pbr013764.1	IV	V
Pbr011637.2	Pbr014546.2	III	IV
Pbr011639.1	Pbr014548.1	III	IV
Pbr011645.1	Pbr014554.1	I	V
Pbr018174.1	Pbr041339.1	IV	V
Pbr018179.1	Pbr041343.1	III	V
Pbr003656.1	Pbr014164.1	II	V
Pbr003662.1	Pbr014158.1	I	V
Pbr037445.1	Pbr017713.1	I	V
Pbr037446.1	Pbr017712.1	III	V
Pbr037448.1	Pbr017710.1	IV	V
Pbr037450.1	Pbr017708.1	III	IV
Pbr037453.1	Pbr017705.1	III	V
Pbr037455.1	Pbr017704.1	III	V
Pbr037456.1	Pbr017703.1	IV	V
Pbr037461.1	Pbr017698.1	IV	V
Pbr037468.1	Pbr017692.1	IV	V
Pbr002226.1	Pbr031023.1	IV	III
Pbr018198.1	Pbr018218.1	IV	V
Pbr018199.1	Pbr018217.1	I	V
Pbr018201.1	Pbr018216.1	I	V
Pbr036681.1	Pbr002224.1	III	V
Pbr036682.1	Pbr002225.1	III	IV
Pbr036683.1	Pbr002226.1	I	IV
Pbr036685.1	Pbr002229.1	IV	V
Pbr036691.1	Pbr002232.2	IV	V
Pbr036693.1	Pbr002234.1	IV	V
Pbr036695.1	Pbr002235.1	I	V
Pbr035036.1	Pbr035046.1	IV	V
Pbr034405.1	Pbr034420.1	IV	V
Pbr034412.1	Pbr034415.1	I	V
Pbr009129.1	Pbr018194.1	IV	V
Pbr009158.1	Pbr018183.1	III	V
Pbr009169.1	Pbr018178.1	IV	V
Pbr038581.1	Pbr040068.1	III	V
Pbr038597.1	Pbr040060.1	III	V
Pbr038609.1	Pbr040032.1	IV	III
Pbr038615.1	Pbr040028.1	IV	V
Pbr035122.1	Pbr040089.1	IV	I
Pbr035130.1	Pbr040083.1	III	V
Pbr035137.1	Pbr040079.1	IV	III
Pbr035139.1	Pbr040077.1	III	V
Pbr009146.1	Pbr031283.1	III	IV
Pbr009157.1	Pbr031286.1	IV	V
Pbr009158.1	Pbr031287.1	IV	V
Pbr009169.1	Pbr031289.1	II	IV
Pbr009175.1	Pbr031293.1	III	V
Pbr009178.1	Pbr031296.1	IV	V
Pbr009179.1	Pbr031297.3	III	V
Pbr011539.1	Pbr026234.1	III	V
Pbr011538.1	Pbr026248.1	III	V
Pbr011536.1	Pbr026255.1	III	IV
Pbr011520.1	Pbr026260.1	IV	I
Pbr011514.1	Pbr026266.1	IV	V
Pbr011443.1	Pbr019260.1	III	V
Pbr011438.4	Pbr019266.1	III	V
Pbr013710.1	Pbr030641.1	IV	V
Pbr013712.2	Pbr030639.1	IV	V
Pbr013719.1	Pbr030632.1	IV	II
Pbr013720.1	Pbr030631.1	IV	V
Pbr013722.1	Pbr030627.1	IV	V
Pbr013724.1	Pbr030623.1	III	V
Pbr013725.1	Pbr030622.1	IV	V
Pbr013726.1	Pbr030620.2	III	IV
Pbr013729.1	Pbr030616.1	IV	V
Pbr013730.1	Pbr030615.1	IV	V
Pbr013741.1	Pbr030611.1	IV	V
Pbr013729.1	Pbr022251.1	III	IV
Pbr013741.1	Pbr022245.1	IV	V
Pbr013743.1	Pbr022241.1	IV	V
Pbr014186.2	Pbr000980.1	I	V
Pbr014185.1	Pbr000981.1	IV	V
Pbr014183.1	Pbr000983.1	IV	V
Pbr034401.1	Pbr001261.1	IV	V
Pbr028302.1	Pbr001616.1	IV	V
Pbr028297.1	Pbr001621.1	III	V
Pbr038601.1	Pbr003004.1	IV	V
Pbr038605.1	Pbr003003.1	II	V
Pbr035056.1	Pbr003207.1	III	V
Pbr035057.1	Pbr003208.1	IV	V
Pbr030743.1	Pbr003723.1	IV	V
Pbr013710.1	Pbr003932.1	III	V
Pbr013711.1	Pbr003931.1	IV	V
Pbr013712.2	Pbr003930.1	IV	V
Pbr013713.1	Pbr003929.1	II	V
Pbr009128.1	Pbr003942.1	IV	V
Pbr009131.1	Pbr003940.1	III	IV
Pbr014141.1	Pbr004869.1	III	V
Pbr014130.1	Pbr004874.1	IV	V
Pbr014129.1	Pbr004876.1	IV	V
Pbr014128.1	Pbr004877.1	III	V
Pbr028318.1	Pbr006625.1	IV	V
Pbr028313.1	Pbr006620.1	IV	V
Pbr013751.1	Pbr022158.1	IV	V
Pbr013755.1	Pbr022164.1	IV	V
Pbr013759.1	Pbr022168.1	III	V
Pbr013761.1	Pbr022170.1	III	V
Pbr036820.1	Pbr022168.1	IV	V
Pbr036822.2	Pbr022170.1	III	V
Pbr036823.1	Pbr022171.1	III	IV
Pbr036824.1	Pbr022174.1	IV	V
Pbr036826.1	Pbr022176.1	III	V
Pbr020918.1	Pbr023076.1	III	V
Pbr020919.1	Pbr023077.1	IV	III
Pbr020924.1	Pbr023079.1	IV	V
Pbr020925.1	Pbr023080.1	III	V
Pbr020927.1	Pbr023082.1	IV	V
Pbr020929.1	Pbr023084.1	III	IV
Pbr020937.1	Pbr023090.1	IV	V
Pbr035111.1	Pbr024493.1	III	V
Pbr035112.1	Pbr024494.1	III	V
Pbr035122.1	Pbr024498.1	IV	V
Pbr014220.1	Pbr024897.1	IV	V
Pbr011000.1	Pbr028528.1	IV	V
Pbr011001.1	Pbr028529.1	IV	V
Pbr011006.1	Pbr028534.1	IV	III
Pbr028271.2	Pbr029813.3	I	V
Pbr014566.1	Pbr030253.1	IV	V
Pbr014568.1	Pbr030256.1	IV	V
Pbr014570.1	Pbr030258.1	III	V
Pbr014572.1	Pbr030259.1	III	V
Pbr014573.1	Pbr030260.1	III	IV
Pbr014574.1	Pbr030261.1	III	IV
Pbr009113.1	Pbr035488.1	IV	V
Pbr009121.1	Pbr035484.1	IV	V
Pbr009122.1	Pbr035482.1	III	V
Pbr030739.1	Pbr037212.1	I	IV
Pbr030743.1	Pbr037209.1	IV	V
Pbr027192.1	Pbr039010.1	IV	V
Pbr017745.1	Pbr041016.1	III	V
Pbr017746.1	Pbr041015.1	II	V
Pbr017747.1	Pbr041014.1	III	V
Pbr027230.1	Pbr041002.1	III	IV
Pbr027227.1	Pbr041000.1	IV	V
Pbr011531.2	Pbr041204.1	III	IV
Pbr011530.1	Pbr041205.1	I	V
Pbr011527.1	Pbr041209.1	IV	V
Pbr011526.1	Pbr041210.1	II	V
Pbr032446.1	Pbr042497.1	IV	V
Pbr032447.1	Pbr042496.1	IV	V
Pbr013976.1	Pbr035381.1	III	V
Pbr010974.1	Pbr002955.1	III	V
Pbr010980.1	Pbr002959.1	IV	V
Pbr010982.1	Pbr002962.1	III	V
Pbr002867.1	Pbr002969.1	IV	III
Pbr026444.2	Pbr032326.1	IV	V
Pbr026454.1	Pbr032316.2	IV	V
Pbr026455.1	Pbr032315.1	III	IV
Pbr026456.1	Pbr032314.1	IV	V
Pbr026463.1	Pbr032308.1	IV	V
Pbr026466.1	Pbr032305.1	III	V
Pbr026478.1	Pbr032292.1	III	V
Pbr026479.1	Pbr032289.1	III	V
Pbr026481.1	Pbr032288.1	III	V
Pbr026482.1	Pbr032287.2	IV	V
Pbr026485.1	Pbr032285.1	I	IV
Pbr026487.1	Pbr032284.1	III	IV
Pbr026488.1	Pbr032282.1	IV	III
Pbr026491.1	Pbr032279.2	IV	V
Pbr032275.1	Pbr032276.1	IV	V
Pbr002921.1	Pbr002987.1	IV	V
Pbr002922.1	Pbr002986.1	IV	V
Pbr002923.1	Pbr002985.1	IV	V
Pbr002924.1	Pbr002984.1	III	V
Pbr002928.1	Pbr002981.1	I	III
Pbr002929.1	Pbr002980.1	IV	V
Pbr002930.1	Pbr002979.1	I	V
Pbr002935.1	Pbr002973.1	III	V
Pbr002938.1	Pbr002967.1	III	V
Pbr002942.1	Pbr002963.1	III	V
Pbr002948.1	Pbr002956.1	IV	V
Pbr025996.1	Pbr026019.1	II	V
Pbr026006.1	Pbr026011.1	I	IV
Pbr010970.1	Pbr002953.1	I	V
Pbr010973.1	Pbr002950.1	III	V
Pbr010980.1	Pbr002945.1	III	V
Pbr010982.1	Pbr002943.1	IV	V
Pbr021802.1	Pbr021815.1	I	V
Pbr021804.1	Pbr021813.1	I	IV
Pbr021805.1	Pbr021812.1	I	V
Pbr021807.1	Pbr021810.1	I	V
Pbr023867.1	Pbr023884.2	III	V
Pbr023873.1	Pbr023883.1	IV	V
Pbr023875.1	Pbr023882.1	I	V
Pbr023876.1	Pbr023881.1	I	IV
Pbr031666.1	Pbr020574.2	III	IV
Pbr031661.1	Pbr020580.2	III	IV
Pbr040712.1	Pbr019306.1	IV	V
Pbr040715.1	Pbr019303.1	IV	V
Pbr040716.4	Pbr019301.1	IV	V
Pbr039949.1	Pbr003222.1	III	V
Pbr039948.1	Pbr003223.1	III	IV
Pbr039947.2	Pbr003224.1	IV	V
Pbr002984.1	Pbr003754.1	IV	V
Pbr002985.1	Pbr003755.1	IV	III
Pbr002987.1	Pbr003757.1	IV	V
Pbr002919.1	Pbr003759.1	IV	V
Pbr002920.1	Pbr003758.1	III	V
Pbr002922.1	Pbr003756.3	IV	V
Pbr002923.1	Pbr003755.1	IV	V
Pbr002926.1	Pbr003752.1	III	IV
Pbr002930.1	Pbr003747.1	IV	V
Pbr013973.1	Pbr004106.1	III	V
Pbr013976.1	Pbr004100.1	III	V
Pbr007943.1	Pbr005119.1	IV	V
Pbr007938.1	Pbr005123.1	IV	V
Pbr007937.1	Pbr005125.1	IV	V
Pbr007936.1	Pbr005126.1	IV	III
Pbr007955.1	Pbr006379.1	IV	V
Pbr010958.1	Pbr015931.1	IV	V
Pbr010963.1	Pbr015942.4	III	IV
Pbr010965.1	Pbr015946.1	III	V
Pbr010973.1	Pbr015968.1	IV	V
Pbr032260.3	Pbr023737.1	III	V
Pbr032268.1	Pbr023752.1	IV	V
Pbr032270.1	Pbr023753.1	IV	V
Pbr027623.1	Pbr026374.1	IV	V
Pbr027624.1	Pbr026375.1	III	V
Pbr027625.1	Pbr026377.1	IV	V
Pbr032316.2	Pbr028176.1	IV	V
Pbr032323.1	Pbr028184.1	IV	III
Pbr032324.1	Pbr028188.1	IV	V
Pbr032332.1	Pbr028193.1	III	IV
Pbr032334.1	Pbr028195.1	IV	V
Pbr032337.1	Pbr028197.1	IV	V
Pbr032339.1	Pbr028199.1	IV	V
Pbr032340.1	Pbr028200.1	II	V
Pbr032348.1	Pbr028211.1	III	V
Pbr032351.1	Pbr028216.1	III	V
Pbr032354.1	Pbr028221.1	IV	V
Pbr026444.2	Pbr028190.1	III	IV
Pbr026445.1	Pbr028189.1	IV	V
Pbr026446.1	Pbr028188.1	IV	V
Pbr026447.1	Pbr028185.1	IV	V
Pbr026451.1	Pbr028180.1	IV	III
Pbr007954.1	Pbr032700.1	IV	V
Pbr007948.1	Pbr032697.1	III	V
Pbr021803.1	Pbr035343.1	III	V
Pbr021804.1	Pbr035342.1	III	V
Pbr021805.1	Pbr035341.1	III	V
Pbr021807.1	Pbr035333.1	IV	V
